Geographic Area Name,Meaning of NAICS code,Meaning of Sex code,Meaning of Ethnicity code,Meaning of Race code,Meaning of Veteran code,Year,Number of employer firms,"Sales, value of shipments, or revenue of employer firms ($1,000)",Number of employees,"Annual payroll ($1,000)",Relative standard error of employer firms (%)
Maryland,Educational services,Total,Non-Hispanic,Black or African American,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Total,Asian,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Female,Total,Asian,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,Asian,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Total,Minority,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Total,Nonminority,Veteran,2019,D,D,100 to 249 employees,D,D
Maryland,Educational services,Total,Total,Total,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Equally male/female,Total,Total,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Equally male/female,Non-Hispanic,Total,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Total,White,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Equally male/female,Total,White,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,White,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Total,Nonminority,Equally veteran/nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Total,Total,Nonveteran,2019,1446,U,13994,458792,26.2
Maryland,Educational services,Female,Total,Total,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Male,Total,Total,Nonveteran,2019,591,T,5797,315581,28.9
Maryland,Educational services,Equally male/female,Total,Total,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Non-Hispanic,Total,Nonveteran,2019,1446,U,13994,458792,26.2
Maryland,Educational services,Female,Non-Hispanic,Total,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Male,Non-Hispanic,Total,Nonveteran,2019,591,T,5797,315581,28.9
Maryland,Educational services,Equally male/female,Non-Hispanic,Total,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Total,White,Nonveteran,2019,982,U,11309,409976,38
Maryland,Educational services,Female,Total,White,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Male,Total,White,Nonveteran,2019,432,T,5428,303987,33.8
Maryland,Educational services,Equally male/female,Total,White,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Non-Hispanic,White,Nonveteran,2019,982,U,11309,409976,38
Maryland,Educational services,Total,Total,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Female,Total,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Male,Total,Black or African American,Nonveteran,2019,D,D,250 to 499 employees,D,D
Maryland,Educational services,Equally male/female,Total,Black or African American,Nonveteran,2019,S,S,100 to 249 employees,S,S
Maryland,Educational services,Total,Non-Hispanic,Black or African American,Nonveteran,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Educational services,Total,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Female,Total,American Indian and Alaska Native,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,American Indian and Alaska Native,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Total,Asian,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Educational services,Female,Total,Asian,Nonveteran,2019,S,S,250 to 499 employees,S,S
Maryland,Educational services,Male,Total,Asian,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Equally male/female,Total,Asian,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,Asian,Nonveteran,2019,S,S,500 to 999 employees,S,S
Maryland,Educational services,Total,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Female,Total,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Nonveteran,2019,D,D,0 to 19 employees,D,D
Maryland,Educational services,Total,Total,Minority,Nonveteran,2019,S,S,"2,500 to 4,999 employees",S,S
Maryland,Educational services,Total,Total,Equally minority/nonminority,Nonveteran,2019,D,D,20 to 99 employees,D,D
Maryland,Educational services,Total,Total,Nonminority,Nonveteran,2019,951,U,11249,409883,34.9
Maryland,Educational services,Classifiable,Classifiable,Classifiable,Classifiable,2019,1573,U,14361,463140,23
Maryland,Educational services,Unclassifiable,Unclassifiable,Unclassifiable,Unclassifiable,2019,647,W,68286,3655502,8.8
Maryland,Health care and social assistance,Total,Total,Total,Total,2019,12816,W,389198,19557583,6
Maryland,Health care and social assistance,Female,Total,Total,Total,2019,4580,U,48659,1781269,9.7
Maryland,Health care and social assistance,Male,Total,Total,Total,2019,5880,W,70167,3219113,8.3
Maryland,Health care and social assistance,Equally male/female,Total,Total,Total,2019,S,S,"10,000 to 24,999 employees",S,S
Maryland,Health care and social assistance,Total,Hispanic,Total,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Health care and social assistance,Female,Hispanic,Total,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Health care and social assistance,Male,Hispanic,Total,Total,2019,D,D,500 to 999 employees,D,D
Maryland,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,"1,000 to 2,499 employees",D,D
Maryland,Health care and social assistance,Male,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,"1,000 to 2,499 employees",D,D
Maryland,Health care and social assistance,Equally male/female,Equally Hispanic/non-Hispanic,Total,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Total,Non-Hispanic,Total,Total,2019,10933,W,133614,5345537,6.5
Maryland,Health care and social assistance,Female,Non-Hispanic,Total,Total,2019,4324,U,46845,1677488,10.5
Maryland,Health care and social assistance,Male,Non-Hispanic,Total,Total,2019,5640,W,68538,3127211,8
Maryland,Health care and social assistance,Equally male/female,Non-Hispanic,Total,Total,2019,S,S,"10,000 to 24,999 employees",S,S
Maryland,Health care and social assistance,Total,Total,White,Total,2019,7265,W,86588,3487761,8.4
Maryland,Health care and social assistance,Female,Total,White,Total,2019,2767,U,35286,1270030,14.7
Maryland,Health care and social assistance,Male,Total,White,Total,2019,3891,U,43084,1986623,10.9
Maryland,Health care and social assistance,Equally male/female,Total,White,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Health care and social assistance,Total,Hispanic,White,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Health care and social assistance,Female,Hispanic,White,Total,2019,S,S,"1,000 to 2,499 employees",S,S
Maryland,Health care and social assistance,Male,Hispanic,White,Total,2019,D,D,500 to 999 employees,D,D
Maryland,Health care and social assistance,Total,Equally Hispanic/non-Hispanic,White,Total,2019,D,D,"1,000 to 2,499 employees",D,D
Maryland,Health care and social assistance,Male,Equally Hispanic/non-Hispanic,White,Total,2019,D,D,"1,000 to 2,499 employees",D,D
Maryland,Health care and social assistance,Equally male/female,Equally Hispanic/non-Hispanic,White,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Total,Non-Hispanic,White,Total,2019,6796,W,83500,3312765,8.7
Maryland,Health care and social assistance,Female,Non-Hispanic,White,Total,2019,2572,U,33922,1198513,15
Maryland,Health care and social assistance,Male,Non-Hispanic,White,Total,2019,3651,U,41455,1894721,10.1
Maryland,Health care and social assistance,Equally male/female,Non-Hispanic,White,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Health care and social assistance,Total,Total,Black or African American,Total,2019,2123,U,30198,1093609,13.9
Maryland,Health care and social assistance,Female,Total,Black or African American,Total,2019,987,T,9150,254466,17.7
Maryland,Health care and social assistance,Male,Total,Black or African American,Total,2019,S,S,"10,000 to 24,999 employees",S,S
Maryland,Health care and social assistance,Equally male/female,Total,Black or African American,Total,2019,207,O,1656,44266,62.6
Maryland,Health care and social assistance,Total,Hispanic,Black or African American,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Female,Hispanic,Black or African American,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Total,Non-Hispanic,Black or African American,Total,2019,2093,U,30108,1091692,14.5
Maryland,Health care and social assistance,Female,Non-Hispanic,Black or African American,Total,2019,957,T,9060,252549,19.2
Maryland,Health care and social assistance,Male,Non-Hispanic,Black or African American,Total,2019,S,S,"10,000 to 24,999 employees",S,S
Maryland,Health care and social assistance,Equally male/female,Non-Hispanic,Black or African American,Total,2019,207,O,1656,44266,62.6
Maryland,Health care and social assistance,Total,Total,Asian,Total,2019,2006,U,25246,1073492,9.5
Maryland,Health care and social assistance,Female,Total,Asian,Total,2019,885,T,5122,307077,18.2
Maryland,Health care and social assistance,Male,Total,Asian,Total,2019,S,S,"10,000 to 24,999 employees",S,S
Maryland,Health care and social assistance,Equally male/female,Total,Asian,Total,2019,D,D,"5,000 to 9,999 employees",D,D
Maryland,Health care and social assistance,Total,Hispanic,Asian,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Health care and social assistance,Female,Hispanic,Asian,Total,2019,D,D,250 to 499 employees,D,D
Maryland,Health care and social assistance,Total,Non-Hispanic,Asian,Total,2019,1976,U,24886,1043144,8.9
Maryland,Health care and social assistance,Female,Non-Hispanic,Asian,Total,2019,855,T,4762,276730,17.4
Maryland,Health care and social assistance,Male,Non-Hispanic,Asian,Total,2019,S,S,"10,000 to 24,999 employees",S,S
Maryland,Health care and social assistance,Equally male/female,Non-Hispanic,Asian,Total,2019,D,D,"5,000 to 9,999 employees",D,D
Maryland,Health care and social assistance,Total,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Female,Total,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Total,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Female,Non-Hispanic,Native Hawaiian and Other Pacific Islander,Total,2019,D,D,20 to 99 employees,D,D
Maryland,Health care and social assistance,Total,Total,Minority,Total,2019,4543,W,56683,2220830,5.3
Maryland,Health care and social assistance,Female,Total,Minority,Total,2019,2039,U,14766,584840,9.5
Maryland,Health care and social assistance,Male,Total,Minority,Total,2019,2199,U,32630,1367079,10
Maryland,Health care and social assistance,Equally male/female,Total,Minority,Total,2019,S,S,"5,000 to 9,999 employees",S,S
Maryland,Health care and social assistance,Total,Total,Equally minority/nonminority,Total,2019,S,S,"2,500 to 4,999 employees",S,S
